,NoDefaultNextMonth (label),isMale,isMarried,AgeGroup,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HasHistoryOfOverduePayments
3162,1,0,1,2.0,3,1020,80,1,6,0,1020,60,1,1,0
3163,1,1,0,2.0,3,850,60,0,6,0,700,50,1,1,0
3164,1,1,1,3.0,3,90,40,3,6,0,90,0,1,1,0
3165,1,0,1,2.0,3,1300,150,0,6,0,1030,150,1,1,0
3166,0,0,0,2.0,4,600,310,1,0,5,280,310,2,13,1
3167,1,1,0,3.0,2,1240,150,0,6,0,970,150,1,1,0
3168,1,1,1,2.0,4,0,0,0,6,0,0,0,1,1,0
3169,1,0,0,2.0,4,1760,310,0,0,0,1020,110,1,1,0
3170,1,0,0,2.0,4,9130,9130,2,5,1,0,9130,1,1,0
3171,1,0,0,1.0,3,1260,150,0,0,0,1090,90,1,1,0
3172,1,1,0,2.0,3,3220,270,0,0,0,3020,0,2,8,1
3173,0,0,0,2.0,3,80,80,1,6,0,50,0,1,1,0
3174,1,0,1,2.0,2,4080,190,0,0,6,4030,190,1,1,0
3175,1,0,1,3.0,2,580,90,0,2,4,520,90,2,3,1
3176,1,0,1,3.0,1,3560,150,0,0,3,3560,150,1,1,0
3177,1,0,0,2.0,4,460,460,3,6,0,240,30,1,1,0
3178,1,0,1,2.0,3,1330,80,0,0,3,1330,70,1,1,0
3179,1,0,0,2.0,1,3590,670,0,0,6,3290,120,1,1,0
3180,0,0,1,3.0,3,1140,90,0,6,0,860,80,1,1,0
3181,1,0,1,2.0,3,2150,110,0,0,0,2150,110,1,1,0
3182,1,0,1,3.0,2,1140,50,0,0,0,1140,50,1,1,0
3183,1,0,1,2.0,3,950,70,0,0,6,950,60,2,13,1
3184,1,0,1,2.0,3,0,0,0,6,0,0,0,2,2,1
3185,0,0,1,3.0,2,250,250,2,6,0,170,250,2,3,1
3186,1,0,1,3.0,4,3630,180,0,0,6,3630,150,1,1,0
3187,1,0,1,2.0,3,1520,460,0,0,1,1400,150,1,1,0
3188,1,0,0,2.0,4,420,420,1,6,0,100,420,1,1,0
3189,1,0,1,3.0,3,520,50,1,6,0,520,40,2,8,1
3190,1,1,0,2.0,3,110,0,0,6,0,110,0,1,1,0
3191,0,1,1,3.0,2,3350,250,0,0,0,2790,120,3,9,1
3192,0,0,1,3.0,3,80,0,0,6,0,80,0,2,5,1
3193,0,0,0,1.0,4,830,250,0,0,3,450,60,2,3,1
3194,1,0,1,2.0,3,1360,60,0,0,3,1350,60,1,1,0
3195,1,1,0,2.0,3,620,100,0,0,0,420,40,3,7,1
3196,1,1,1,2.0,4,0,0,0,6,0,0,0,1,1,0
3197,0,0,0,2.0,3,3550,160,0,0,6,3410,160,2,9,1
3198,1,0,1,2.0,3,610,40,0,6,0,490,40,1,1,0
3199,1,1,0,3.0,3,1480,70,0,3,3,1400,70,1,1,0
3200,1,0,0,2.0,4,3040,1220,0,0,0,2650,1220,1,1,0
3201,1,1,1,2.0,1,1440,90,0,3,2,1440,90,1,1,0
3202,1,0,1,2.0,3,30,30,2,6,0,0,30,1,1,0
3203,0,1,1,3.0,2,150,40,0,6,0,150,0,2,7,1
3204,1,0,0,3.0,3,230,30,0,0,0,190,30,1,1,0
3205,1,1,0,1.0,2,290,40,0,0,2,180,40,1,1,0
3206,0,0,0,1.0,3,2520,200,0,0,6,2300,200,2,15,1
3207,0,1,1,4.0,3,0,0,0,6,0,0,0,2,2,1
3208,1,1,0,2.0,4,1070,2760,3,6,0,380,740,1,1,0
3209,1,1,0,3.0,3,620,630,1,1,5,620,60,1,1,0
3210,1,1,1,3.0,3,4110,160,0,0,0,4020,160,1,1,0
3211,1,0,1,2.0,3,550,610,2,6,0,490,150,2,3,1
3212,1,1,1,3.0,2,50,50,2,6,0,30,30,1,1,0
3213,1,0,1,2.0,4,410,410,3,6,0,160,410,1,1,0
3214,0,1,1,4.0,3,590,40,0,1,4,550,40,2,3,1
3215,0,0,0,2.0,3,0,0,0,6,0,0,0,2,2,1
3216,1,1,0,2.0,3,1370,30,0,4,0,1370,30,1,1,0
3217,1,1,0,2.0,4,5940,170,0,0,0,5940,170,1,1,0
3218,1,0,1,2.0,3,2460,860,0,0,3,2400,120,1,1,0
3219,1,0,1,3.0,3,1230,90,0,2,4,570,80,1,1,0
3220,0,0,0,2.0,3,3240,460,0,0,0,2840,0,3,9,1
3221,1,1,1,3.0,4,1100,440,0,5,0,840,150,1,1,0
3222,1,0,0,1.0,3,1560,150,0,0,3,1490,150,2,3,1
3223,1,1,0,2.0,3,440,100,1,4,0,440,60,1,1,0
3224,1,0,1,3.0,3,2200,100,0,0,6,2170,100,1,1,0
3225,0,1,0,3.0,2,620,90,1,1,5,580,0,2,15,1
3226,1,0,0,1.0,3,4960,210,0,0,6,4810,210,1,1,0
3227,0,0,0,2.0,4,0,0,0,6,0,0,0,2,2,1
3228,1,0,0,1.0,4,630,120,0,0,6,520,120,2,8,1
3229,1,0,1,3.0,3,3380,3450,3,3,0,570,2030,1,1,0
3230,1,0,0,2.0,4,20,20,2,6,0,20,0,1,1,0
3231,1,0,0,2.0,4,130,130,1,6,0,50,130,1,1,0
3232,1,0,1,3.0,2,30,30,1,6,0,0,0,2,2,1
3233,1,0,0,2.0,4,3020,120,0,0,0,2810,100,1,1,0
3234,1,0,0,1.0,3,1250,60,0,0,0,1250,60,1,1,0
3235,1,1,1,2.0,4,7450,3100,0,0,1,4470,3100,2,3,1
3236,1,0,0,3.0,4,40,40,2,6,0,0,0,2,2,1
3237,0,0,1,2.0,4,460,70,0,0,0,370,40,2,14,1
3238,1,0,0,2.0,3,1470,420,0,0,2,1470,150,1,1,0
3239,1,0,1,3.0,3,30,30,2,6,0,30,0,2,3,1
3240,0,0,0,1.0,3,70,0,0,6,0,70,0,1,1,0
3241,0,1,0,2.0,4,1120,150,0,0,0,790,150,3,5,1
3242,1,1,1,3.0,2,20,20,2,6,0,10,10,1,1,0
3243,1,1,0,1.0,4,930,170,0,0,6,890,50,1,1,0
3244,1,1,0,2.0,4,2290,240,0,6,0,2110,240,1,1,0
3245,0,0,1,2.0,3,2500,2290,1,1,5,2460,90,2,7,1
3246,1,0,0,2.0,3,590,40,0,1,3,550,40,1,1,0
3247,1,1,1,2.0,2,220,60,0,6,0,90,60,2,3,1
3248,0,0,0,2.0,3,250,20,2,6,0,250,0,2,10,1
3249,0,1,0,2.0,3,10560,430,0,0,5,10210,430,2,3,1
3250,1,0,1,3.0,2,930,70,0,0,6,910,0,3,6,1
3251,1,0,0,1.0,3,610,40,0,0,6,610,40,1,1,0
3252,0,1,0,1.0,3,560,50,0,0,6,540,0,2,9,1
3253,1,1,1,3.0,3,2940,150,0,5,0,2590,150,1,1,0
3254,0,0,0,2.0,3,1100,310,0,6,0,1100,90,1,1,0
3255,1,1,0,2.0,2,2410,80,0,0,2,2410,80,1,1,0
3256,1,0,1,2.0,3,20,20,1,6,0,0,0,1,1,0
3257,1,0,0,2.0,3,740,620,3,4,0,740,60,1,1,0
3258,1,0,0,1.0,3,310,40,0,1,4,240,40,1,1,0
3259,1,0,1,3.0,3,110,110,2,6,0,80,110,1,1,0
3260,0,0,1,2.0,4,3300,240,0,0,2,3280,240,2,7,1
3261,1,0,0,2.0,4,4120,170,0,0,0,4120,170,1,1,0
3262,1,0,1,2.0,4,320,260,1,6,0,320,180,1,1,0
3263,1,1,0,2.0,4,970,970,3,6,0,30,40,1,1,0
3264,1,1,0,2.0,4,30,30,2,6,0,0,0,1,1,0
3265,1,1,1,3.0,3,6580,6140,3,3,0,600,780,1,1,0
3266,1,0,0,2.0,4,7890,2730,0,0,0,7890,770,1,1,0
3267,0,1,1,2.0,3,220,100,1,6,0,220,100,2,3,1
3268,1,0,0,2.0,3,190,140,1,6,0,160,10,2,3,1
3269,1,0,1,3.0,4,400,400,1,6,0,120,110,1,1,0
3270,1,0,1,3.0,3,160,40,0,4,0,130,40,1,1,0
3271,1,0,0,1.0,4,1130,0,0,5,0,1130,0,1,1,0
3272,1,0,1,3.0,2,1550,60,0,1,3,1550,60,1,1,0
3273,1,1,0,2.0,3,4030,150,0,0,5,3990,150,2,6,1
3274,0,0,0,2.0,4,4400,210,0,0,6,4210,200,1,1,0
3275,1,0,0,3.0,3,2540,240,1,5,1,2540,0,1,1,0
3276,0,0,0,2.0,4,2370,2460,3,6,0,530,60,1,1,0
3277,1,0,1,2.0,3,4480,310,0,3,0,4480,140,1,1,0
3278,1,0,1,2.0,3,320,100,0,6,0,120,30,2,3,1
3279,1,1,0,2.0,3,1520,60,0,0,6,1510,0,2,4,1
3280,1,0,0,3.0,3,160,30,0,6,0,130,30,1,1,0
3281,0,1,1,3.0,4,100,100,3,6,0,0,0,1,1,0
3282,1,0,1,3.0,3,560,560,3,6,0,0,560,1,1,0
3283,1,1,1,3.0,4,590,130,1,6,0,590,10,1,1,0
3284,0,0,1,3.0,2,1200,60,0,0,6,1200,50,1,1,0
3285,0,1,0,2.0,4,710,80,0,0,0,640,0,2,12,1
3286,1,1,0,1.0,3,2230,160,0,0,2,1470,110,2,3,1
3287,1,1,0,1.0,2,280,60,0,0,5,240,40,2,12,1
3288,0,1,1,3.0,4,1290,690,2,6,0,1290,50,1,1,0
3289,1,1,0,3.0,3,450,350,1,5,0,450,210,1,1,0
3290,1,0,1,2.0,3,3010,3240,2,5,0,180,60,1,1,0
3291,1,0,0,2.0,3,1410,60,0,0,1,1410,40,1,1,0
3292,0,0,1,2.0,3,17680,610,0,0,5,8740,610,1,1,0
3293,0,0,1,2.0,2,950,80,0,0,6,820,80,2,11,1
3294,0,0,0,2.0,3,0,240,1,6,0,0,0,2,2,1
3295,0,0,1,2.0,3,80,0,0,6,0,80,0,2,5,1
3296,1,1,0,2.0,4,1820,70,0,0,6,1680,60,1,1,0
3297,1,1,0,3.0,2,1960,140,0,0,1,1740,90,3,7,1
3298,1,1,0,2.0,4,0,0,6,6,0,0,0,2,2,1
3299,0,1,1,3.0,3,740,60,0,0,1,710,0,2,13,1
3300,1,0,0,2.0,3,310,60,0,0,6,280,40,1,1,0
3301,1,0,0,3.0,4,60,4180,2,6,0,0,0,1,1,0
3302,1,1,1,2.0,4,1440,150,0,0,0,1170,150,2,9,1
3303,1,1,1,3.0,2,2580,150,0,2,0,2580,80,1,1,0
3304,1,0,1,3.0,3,11400,470,0,0,3,11090,470,1,1,0
3305,1,1,0,2.0,3,1490,150,0,0,0,1260,60,2,3,1
3306,0,0,1,2.0,2,1240,90,0,0,1,1150,50,2,3,1
3307,0,0,1,2.0,3,3270,240,0,0,1,3270,120,2,3,1
3308,1,1,0,2.0,3,4020,150,0,0,1,4020,90,2,3,1
3309,1,0,1,3.0,3,4400,320,0,0,6,4250,180,2,3,1
3310,1,0,1,2.0,4,170,170,4,6,0,60,140,2,3,1
3311,1,0,0,3.0,3,4580,3050,2,4,1,4580,0,1,1,0
3312,0,1,1,2.0,3,12680,550,0,0,6,12680,510,1,1,0
3313,0,1,1,2.0,3,240,240,3,6,0,180,220,2,3,1
3314,0,0,1,2.0,4,0,0,0,6,0,0,0,2,2,1
3315,1,0,0,2.0,3,8610,1390,0,0,6,7890,1390,2,5,1
3316,0,0,1,3.0,3,10,10,0,6,0,10,10,1,1,0
3317,1,0,0,3.0,3,1470,70,0,2,0,1470,70,1,1,0
3318,1,1,0,2.0,2,350,210,0,1,0,270,0,2,6,1
3319,0,1,0,2.0,3,1100,90,0,0,6,1100,80,1,1,0
3320,1,0,1,2.0,3,1550,60,0,0,0,1400,60,1,1,0
3321,1,0,0,2.0,3,2710,150,0,0,0,2450,120,1,1,0
3322,1,0,0,2.0,4,0,0,0,6,0,0,0,1,1,0
3323,1,1,1,2.0,4,550,100,1,6,0,550,90,1,1,0
3324,1,1,1,3.0,2,190,0,0,6,0,190,0,1,1,0
3325,1,0,0,2.0,3,3910,120,0,4,0,3910,120,1,1,0
3326,1,1,1,2.0,3,1520,110,0,3,2,1500,50,1,1,0
3327,1,0,0,2.0,4,0,0,0,6,0,0,0,2,21,1
3328,1,0,0,2.0,4,450,740,3,6,0,50,140,1,1,0
3329,1,0,0,1.0,2,590,590,2,2,4,530,40,1,1,0
3330,1,0,0,2.0,3,120,40,1,6,0,90,40,1,1,0
3331,1,1,1,3.0,2,1250,150,0,0,0,1230,150,1,1,0
3332,0,0,1,2.0,3,590,150,0,6,0,320,0,3,8,1
3333,0,0,1,2.0,3,970,970,2,6,0,10,970,1,1,0
3334,1,0,1,2.0,4,620,800,3,6,0,200,530,1,1,0
3335,1,1,0,2.0,4,160,190,2,6,0,160,190,1,1,0
3336,1,1,1,2.0,4,210,210,2,6,0,60,40,1,1,0
3337,1,1,0,1.0,3,600,580,1,0,4,560,50,1,1,0
3338,1,1,1,2.0,2,4800,220,0,0,0,4600,0,2,6,1
3339,0,1,0,3.0,3,300,50,0,0,0,200,0,2,4,1
3340,1,0,1,3.0,4,30,1660,2,6,0,0,0,1,1,0
3341,1,0,1,2.0,3,3770,310,0,4,1,3540,310,1,1,0
3342,1,0,0,2.0,4,2850,430,1,3,0,2540,430,1,1,0
3343,1,1,0,2.0,4,80,90,2,6,0,50,20,3,5,1
3344,1,0,1,2.0,3,4960,190,0,0,0,4960,190,1,1,0
3345,1,0,0,3.0,4,5430,5620,1,1,1,0,5620,2,2,1
3346,0,0,1,3.0,3,390,40,0,0,0,350,0,2,4,1
3347,1,0,1,2.0,3,410,410,1,6,0,0,0,2,2,1
3348,0,1,0,1.0,2,200,40,0,6,0,200,30,1,1,0
3349,1,0,1,3.0,4,5220,5080,1,3,0,810,50,1,1,0
3350,1,1,0,2.0,3,3470,180,0,0,2,3470,180,1,1,0
3351,0,0,1,3.0,3,260,240,2,6,0,160,0,2,3,1
3352,1,0,0,1.0,2,1080,1080,2,6,0,0,1080,2,2,1
3353,1,0,1,2.0,3,1640,180,0,0,0,1310,90,2,3,1
3354,1,0,0,2.0,4,2080,450,0,6,0,2080,50,1,1,0
3355,1,0,0,2.0,4,1450,120,0,3,0,1450,120,1,1,0
3356,1,0,1,4.0,2,340,340,3,2,0,270,180,1,1,0
3357,1,0,0,2.0,4,1270,1280,3,6,0,70,220,1,1,0
3358,1,0,1,2.0,3,220,450,4,6,0,220,10,1,1,0
3359,0,1,0,2.0,3,290,60,0,1,2,230,60,1,1,0
3360,1,0,0,2.0,4,310,120,0,6,0,160,120,1,1,0
3361,1,0,0,3.0,3,410,810,5,6,0,0,410,1,1,0
3362,0,1,0,2.0,4,2890,230,0,0,0,2710,0,2,8,1
3363,1,0,1,3.0,3,1020,840,2,6,0,1020,10,1,1,0
3364,1,0,1,2.0,3,5850,270,0,0,5,5620,240,1,1,0
3365,1,1,0,2.0,3,3970,200,0,0,6,3840,200,1,1,0
3366,1,0,1,2.0,2,1560,90,0,6,0,1520,90,1,1,0
3367,1,1,1,3.0,2,1700,1620,0,0,3,1700,90,2,3,1
3368,1,1,1,3.0,4,3060,2800,1,2,0,70,30,1,1,0
3369,1,0,0,2.0,3,13020,5350,1,2,3,12480,550,1,1,0
3370,1,1,0,2.0,4,100,120,1,6,0,90,0,2,4,1
3371,1,1,0,2.0,3,1760,920,1,0,0,820,60,1,1,0
3372,0,0,1,3.0,2,1870,90,0,0,3,1840,90,1,1,0
3373,1,1,0,1.0,3,1460,60,0,1,0,1460,40,1,1,0
3374,1,1,0,2.0,3,6170,180,0,1,3,5680,180,1,1,0
3375,1,0,1,3.0,4,1990,920,1,6,0,1290,320,1,1,0
3376,1,1,0,3.0,3,370,140,0,0,0,190,140,2,3,1
3377,1,0,0,3.0,4,130,150,5,6,0,0,0,2,2,1
3378,1,1,0,2.0,2,270,710,3,6,0,0,0,1,1,0
3379,0,0,1,3.0,3,170,170,2,6,0,110,70,2,3,1
3380,1,0,1,3.0,2,220,220,3,6,0,130,60,1,1,0
3381,1,0,0,3.0,4,60,20,1,6,0,60,0,2,5,1
3382,1,1,0,1.0,4,570,90,0,0,3,450,90,1,1,0
3383,0,1,1,3.0,4,230,230,2,6,0,10,10,1,1,0
3384,1,0,1,3.0,3,0,0,0,6,0,0,0,2,2,1
3385,1,0,1,3.0,2,5160,4910,1,1,0,5160,230,1,1,0
3386,1,0,1,2.0,4,660,760,2,6,0,120,50,1,1,0
3387,1,1,1,3.0,4,1500,950,3,6,0,200,0,1,1,0
3388,1,0,0,2.0,3,590,50,0,6,0,490,50,1,1,0
3389,1,1,0,2.0,4,1500,170,0,0,0,1210,170,2,9,1
3390,0,0,1,2.0,3,30,60,3,6,0,0,0,2,2,1
3391,1,0,1,3.0,4,80,180,4,6,0,20,40,2,2,1
3392,1,0,0,2.0,4,80,250,3,6,0,20,80,1,1,0
3393,0,0,0,2.0,3,6070,240,0,0,6,6070,240,1,1,0
3394,0,0,0,2.0,4,190,1060,5,6,0,50,90,1,1,0
3395,1,0,0,3.0,4,4650,6150,1,0,5,4430,340,1,1,0
3396,1,1,1,3.0,3,260,290,4,6,0,20,0,2,2,1
3397,0,1,0,2.0,3,160,0,0,6,0,160,0,1,1,0
3398,1,0,0,2.0,4,1430,180,0,0,5,1190,180,2,3,1
3399,1,1,1,2.0,3,2430,70,0,0,2,2430,70,1,1,0
3400,1,1,1,2.0,3,80,80,1,6,0,80,0,1,1,0
3401,1,0,1,3.0,3,620,70,0,0,6,530,40,2,3,1
3402,1,1,1,2.0,3,900,60,0,0,0,840,60,1,1,0
3403,1,1,0,2.0,4,810,370,0,0,0,440,0,2,12,1
3404,0,1,1,3.0,3,6230,460,0,0,0,5770,310,2,12,1
3405,1,1,1,3.0,3,6050,110,0,0,1,6050,90,1,1,0
3406,0,1,0,2.0,3,1730,240,0,3,0,1180,240,2,3,1
3407,1,0,1,2.0,2,1930,310,0,0,0,1930,150,1,1,0
3408,1,1,1,2.0,3,6230,280,0,0,6,6100,280,1,1,0
3409,1,0,0,1.0,2,900,1480,2,3,3,0,1020,1,1,0
3410,1,0,0,2.0,4,1810,1810,2,6,0,990,1300,1,1,0
3411,1,0,1,3.0,3,150,150,3,6,0,150,90,1,1,0
3412,1,1,1,3.0,4,40,40,1,6,0,30,30,1,1,0
3413,1,1,0,2.0,4,4550,210,0,0,3,4480,210,1,1,0
3414,1,0,1,3.0,2,0,0,0,6,0,0,0,2,2,1
3415,1,0,1,3.0,3,3860,180,0,0,0,3860,140,1,1,0
3416,0,1,0,2.0,4,60,90,2,6,0,0,0,2,2,1
3417,0,1,1,2.0,4,360,160,1,3,0,320,80,2,3,1
3418,1,0,0,2.0,3,5660,240,0,0,6,5650,210,1,1,0
3419,1,0,0,2.0,4,1860,210,0,6,0,1860,210,1,1,0
3420,1,0,1,1.0,3,550,60,0,0,0,500,60,1,1,0
3421,1,1,0,2.0,3,570,40,0,0,6,550,40,1,1,0
3422,0,1,0,3.0,3,530,90,0,0,0,450,40,1,1,0
3423,1,0,0,2.0,2,4570,240,3,3,0,4380,240,1,1,0
3424,1,0,0,2.0,4,950,950,2,6,0,330,120,1,1,0
3425,1,0,0,2.0,3,6800,2890,0,1,0,6800,150,1,1,0
3426,1,1,0,2.0,4,60,60,3,6,0,20,30,1,1,0
3427,0,0,0,1.0,4,720,60,0,0,0,610,50,2,7,1
3428,1,0,0,2.0,4,110,80,1,6,0,110,80,1,1,0
3429,0,1,1,2.0,4,1520,120,0,0,3,1480,70,1,1,0
3430,1,1,0,2.0,3,3060,150,0,0,5,3040,150,1,1,0
3431,0,0,1,3.0,2,1470,120,0,0,5,1370,120,3,9,1
3432,1,0,0,2.0,3,1120,1120,2,3,0,10,20,1,1,0
3433,1,0,0,2.0,4,20,20,2,6,0,0,0,1,1,0
3434,1,0,1,2.0,4,900,60,0,0,4,860,60,2,3,1
3435,1,1,0,2.0,4,950,60,0,3,0,950,60,1,1,0
3436,0,1,1,3.0,4,1350,1350,2,4,0,40,40,1,1,0
3437,1,0,0,2.0,4,2280,920,1,3,0,2220,160,1,1,0
3438,1,1,1,3.0,3,6120,310,0,0,2,6120,190,1,1,0
3439,1,0,0,1.0,3,370,40,0,6,0,340,40,1,1,0
3440,1,0,0,2.0,3,3090,150,0,0,4,3010,150,2,7,1
3441,1,0,1,3.0,2,1100,1100,3,5,0,0,220,2,2,1
3442,1,0,0,1.0,4,1530,50,0,0,1,1530,50,1,1,0
3443,1,1,1,2.0,3,1050,1070,3,6,0,70,170,1,1,0
3444,1,1,0,2.0,4,410,310,3,5,0,70,180,2,3,1
3445,0,0,1,2.0,3,250,90,2,6,0,250,70,1,1,0
3446,0,0,1,3.0,2,660,90,0,0,0,540,50,2,13,1
3447,1,0,1,3.0,2,2240,150,0,6,0,1660,150,1,1,0
3448,1,0,0,2.0,3,4500,150,0,0,0,4040,150,1,1,0
3449,0,0,0,2.0,4,1050,890,1,4,0,160,890,1,1,0
3450,1,1,1,3.0,4,180,180,2,6,0,10,10,1,1,0
3451,1,0,0,2.0,4,930,180,0,4,0,930,180,1,1,0
3452,1,1,0,2.0,2,260,260,0,6,0,260,260,1,1,0
3453,1,0,1,2.0,3,1360,150,0,0,2,1360,90,1,1,0
3454,1,0,0,2.0,4,160,160,2,6,0,30,40,2,5,1
3455,0,0,0,2.0,3,1460,100,0,0,6,1460,0,2,9,1
3456,1,1,0,1.0,3,620,40,0,0,0,610,40,1,1,0
3457,1,1,0,2.0,4,8520,8520,1,2,0,810,40,1,1,0
3458,0,0,0,2.0,4,1450,120,0,0,0,1330,0,2,13,1
3459,1,0,1,3.0,3,270,140,1,6,0,180,90,1,1,0
3460,1,0,0,2.0,3,2190,90,0,0,0,2190,80,1,1,0
3461,1,1,0,2.0,3,60,60,2,6,0,10,10,1,1,0
3462,1,0,0,2.0,3,3590,480,0,0,0,3380,200,1,1,0
3463,1,0,0,2.0,4,310,310,1,6,0,0,310,2,2,1
3464,1,1,1,2.0,4,120,120,3,6,0,30,40,1,1,0
3465,1,0,1,2.0,3,11900,610,0,0,0,11720,460,1,1,0
3466,1,1,1,3.0,4,0,120,1,6,0,0,0,2,2,1
3467,1,1,1,2.0,3,1820,1530,1,1,0,1060,160,1,1,0
3468,1,1,0,2.0,4,590,90,0,1,0,520,60,1,1,0
3469,1,0,1,2.0,3,20,20,2,6,0,0,0,1,1,0
3470,1,1,1,2.0,3,1660,60,0,0,2,1660,60,1,1,0
3471,1,1,0,2.0,4,170,2740,3,6,0,100,130,1,1,0
3472,1,1,1,3.0,3,2150,100,0,0,6,2150,100,1,1,0
3473,1,0,1,3.0,3,330,60,0,0,0,240,60,2,13,1
3474,1,0,1,1.0,3,2110,90,0,0,0,2110,90,1,1,0
3475,1,1,0,2.0,4,0,0,0,6,0,0,0,2,2,1
3476,1,0,1,1.0,2,10,20,1,6,0,10,20,1,1,0
3477,1,0,0,3.0,2,940,90,0,6,0,820,90,2,5,1
3478,1,0,0,2.0,3,5060,230,0,0,6,4990,190,1,1,0
3479,0,1,0,2.0,3,40,30,3,6,0,10,30,1,1,0
3480,1,0,1,3.0,2,1490,60,0,0,0,1490,60,1,1,0
3481,0,1,1,2.0,4,600,90,0,1,0,490,90,2,9,1
3482,1,1,0,1.0,3,580,120,0,4,0,260,120,2,3,1
3483,0,0,1,2.0,3,6720,260,0,0,6,6610,260,2,26,1
3484,0,0,1,2.0,4,180,120,2,6,0,180,120,1,1,0
3485,0,1,1,3.0,2,950,150,0,0,6,770,0,2,19,1
3486,0,0,1,3.0,3,260,330,2,6,0,140,0,2,6,1
3487,1,1,0,2.0,3,1680,90,0,0,0,1680,90,1,1,0
3488,1,0,0,2.0,3,180,180,1,3,0,170,30,1,1,0
3489,1,1,1,3.0,4,1180,150,0,3,0,610,90,1,1,0
3490,0,0,0,2.0,4,0,0,0,6,0,0,0,2,2,1
3491,1,1,1,2.0,3,760,60,0,0,0,630,50,1,1,0
3492,1,0,0,1.0,3,1820,150,0,0,0,1820,90,1,1,0
3493,1,1,1,2.0,2,5840,120,0,0,0,5840,120,1,1,0
3494,0,0,1,2.0,3,640,50,0,0,6,610,50,2,6,1
3495,1,1,1,2.0,3,890,440,3,3,0,640,310,1,1,0
3496,0,1,1,2.0,3,90,90,2,6,0,60,0,2,6,1
3497,1,1,1,3.0,4,1130,1130,3,6,0,110,570,1,1,0
3498,1,0,1,2.0,3,1540,610,1,1,3,1450,90,2,3,1
3499,1,0,0,2.0,4,2660,2660,1,1,5,980,250,1,1,0
3500,1,0,1,2.0,3,2470,210,0,0,6,2310,210,3,5,1
3501,1,1,1,2.0,4,3020,150,0,0,1,1380,50,1,1,0
3502,1,1,0,2.0,4,420,340,2,6,0,30,100,1,1,0
3503,1,0,1,3.0,2,2700,150,0,0,3,2660,120,1,1,0
3504,1,0,0,1.0,3,110,410,4,4,0,30,80,1,1,0
3505,1,0,0,2.0,4,10,20,2,6,0,10,0,1,1,0
3506,0,1,1,3.0,2,330,80,0,6,0,230,80,2,13,1
3507,0,1,0,2.0,3,2070,90,0,0,0,1890,90,2,13,1
3508,0,0,1,3.0,3,940,0,0,5,0,940,0,1,1,0
3509,0,0,0,1.0,3,3800,2750,1,0,5,3800,200,2,7,1
3510,1,0,1,3.0,3,140,140,1,6,0,70,70,1,1,0
3511,0,1,0,2.0,4,30,30,3,6,0,30,0,1,1,0
3512,1,1,1,2.0,3,12160,770,0,0,3,12160,610,1,1,0
3513,1,1,1,2.0,4,8620,370,0,0,6,8450,370,2,10,1
3514,0,1,0,2.0,4,130,90,1,6,0,130,0,2,6,1
3515,1,0,0,2.0,4,3900,200,0,0,0,3850,190,1,1,0
3516,1,0,0,2.0,4,2200,150,0,0,0,2030,150,1,1,0
3517,1,1,1,2.0,2,5540,240,0,0,6,5540,240,1,1,0
3518,1,0,1,1.0,3,620,50,0,0,6,570,0,3,8,1
3519,0,1,0,1.0,4,310,80,0,0,5,230,80,2,3,1
3520,1,0,1,3.0,4,2490,120,0,0,6,2480,110,1,1,0
3521,1,1,0,2.0,2,1860,210,0,0,6,1640,210,2,13,1
3522,1,0,0,2.0,4,1590,1620,4,6,0,130,590,1,1,0
3523,0,1,0,3.0,2,60,60,2,6,0,20,60,2,7,1
3524,1,0,0,2.0,4,20,20,3,6,0,0,10,2,2,1
3525,1,0,1,3.0,2,310,80,0,0,5,220,80,2,7,1
3526,0,1,1,3.0,4,20,20,2,6,0,10,20,1,1,0
3527,1,1,1,3.0,3,260,60,1,6,0,260,40,1,1,0
3528,1,0,1,2.0,3,1220,530,2,6,0,1220,260,1,1,0
3529,0,1,1,3.0,2,230,80,0,0,0,110,80,2,9,1
3530,1,0,1,2.0,2,920,150,0,5,0,770,150,1,1,0
3531,1,0,1,3.0,3,0,0,0,6,0,0,0,2,2,1
3532,1,0,1,2.0,4,20,20,1,6,0,0,0,2,2,1
3533,1,1,1,2.0,3,10,40,1,6,0,10,10,1,1,0
3534,1,0,1,3.0,4,440,20,0,6,0,440,20,1,1,0
3535,0,0,0,2.0,3,1630,160,0,0,0,1500,0,2,14,1
3536,1,1,1,3.0,3,570,50,0,0,4,460,40,1,1,0
3537,1,1,0,2.0,4,160,160,3,6,0,150,120,1,1,0
3538,1,1,1,2.0,4,2040,160,0,0,1,1720,120,2,7,1
3539,0,0,1,3.0,3,15470,920,0,0,6,15470,640,1,1,0
3540,1,1,0,4.0,2,6390,200,0,0,1,6390,200,1,1,0
3541,0,1,0,2.0,3,2400,110,0,0,3,2350,110,2,3,1
3542,1,0,1,2.0,3,1330,170,0,0,2,1250,170,2,7,1
3543,1,1,1,2.0,4,360,360,2,6,0,0,360,2,2,1
3544,1,0,0,1.0,3,310,310,4,6,0,10,150,2,3,1
